iter	Passed	Remaining
367	41629	71494
368	41725	71352
369	41822	71210
370	41985	71183
371	42081	71041
372	42178	70900
373	42274	70758
374	42370	70617
375	42551	70618
376	42647	70476
377	42744	70335
378	42840	70195
379	42936	70054
380	43099	70022
381	43195	69882
382	43292	69742
383	43388	69601
384	43484	69461
385	43669	69463
386	43765	69323
387	43862	69185
388	43958	69045
389	44054	68906
390	44217	68871
391	44314	68732
392	44410	68593
393	44507	68455
394	44603	68316
395	44783	68306
396	44879	68167
397	44975	68028
398	45072	67890
399	45168	67752
400	45341	67729
401	45437	67591
402	45534	67453
403	45630	67316
404	45727	67179
405	45908	67166
406	46004	67029
407	46101	66891
408	46197	66754
409	46295	66620
410	46459	66581
411	46555	66443
412	46653	66308
413	46750	66173
414	46846	66037
415	47027	66019
416	47123	65882
417	47220	65746
418	47316	65610
419	47412	65474
420	47575	65430
421	47672	65294
422	47768	65159
423	47864	65023
424	47961	64888
425	48146	64873
426	48242	64737
427	48338	64602
428	48434	64466
429	48531	64332
430	48694	64285
431	48791	64151
432	48893	64024
433	48989	63889
434	49085	63755
435	49267	63731
436	49363	63596
437	49460	63462
438	49556	63328
439	49652	63194
440	49814	63143
441	49912	63012
442	50009	62879
443	50105	62745
444	50202	62611
445	50384	62584
446	50480	62451
447	50576	62317
448	50672	62184
449	50769	62051
450	50932	61999
451	51028	61866
452	51124	61733
453	51221	61600
454	51317	61468
455	51499	61438
456	51595	61305
457	51692	61173
458	51788	61040
459	51885	60908
460	52048	60855
461	52145	60723
462	52241	60590
463	52338	60459
464	52434	60327
465	52616	60294
466	52713	60163
467	52809	60031
468	52906	59900
469	53002	59769
470	53174	59722
471	53270	59590
472	53367	59460
473	53463	59329
474	53559	59197
475	53742	59161
476	53838	59030
477	53936	58901
478	54033	58771
479	54130	58640
480	54293	58582
481	54389	58451
482	54485	58320
483	54583	58192
484	54680	58062
485	54862	58023
486	54958	57892
487	55055	57763
488	55152	57633
489	55248	57503
490	55411	57442
491	55509	57315
492	55607	57186
493	55702	57055
494	55801	56928
495	55987	56890
496	56083	56760
497	56180	56631
498	56276	56502
499	56373	56373
500	56536	56310
501	56641	56190
502	56738	56061
503	56834	55932
504	56931	55803
505	57113	55758
506	57208	55628
507	57306	55501
508	57402	55372
509	57499	55244
510	57664	55181
511	57760	55052
512	57857	54924
513	57953	54796
514	58050	54668
515	58234	54623
516	58331	54495
517	58427	54366
518	58524	54239
519	58621	54111
520	58785	54046
521	58882	53918
522	58978	53791
523	59074	53663
524	59170	53535
525	59353	53486
526	59450	53359
527	59547	53232
528	59643	53104
529	59739	52976
530	59905	52910
531	60002	52783
532	60101	52659
533	60199	52533
534	60296	52407
535	60482	52357
536	60578	52230
537	60675	52104
538	60771	51976
539	60867	51850
540	61032	51781
541	61129	51655
542	61224	51528
543	61321	51401
544	61417	51275
545	61599	51220
546	61696	51094
547	61793	50967
548	61889	50841
549	61985	50715
550	62149	50644
551	62244	50517
552	62341	50391
553	62437	50265
554	62534	50140
555	62716	50082
556	62812	49956
557	62908	49831
558	63005	49705
559	63101	49579
560	63266	49507
561	63364	49383
562	63460	49257
563	63556	49132
564	63653	49007
565	63836	48948
566	63933	48823
567	64029	48698
568	64125	48573
569	64222	48448
570	64387	48375
571	64485	48251
572	64581	48126
573	64677	48001
574	64774	47876
575	64956	47814
576	65052	47690
577	65148	47565
578	65245	47440
579	65341	47316
580	65506	47241
581	65602	47116
582	65699	46992
583	65795	46868
584	65892	46744
585	66076	46681
586	66173	46558
587	66269	46433
588	66365	46309
589	66462	46185
590	66626	46108
591	66722	45984
592	66818	45860
593	66914	45736
594	67011	45612
595	67194	45547
596	67290	45423
597	67386	45300
598	67482	45176
599	67579	45053
600	67742	44974
601	67839	44850
602	67935	44726
603	68031	44603
604	68127	44480
605	68309	44412
606	68406	44289
607	68502	44165
608	68598	44042
609	68695	43919
610	68859	43840
611	68956	43717
612	69051	43593
613	69148	43470
614	69244	43348
615	69427	43279
616	69523	43156
617	69619	43033
618	69715	42910
619	69810	42787
620	69974	42705
621	70071	42583
622	70167	42460
623	70262	42337
624	70359	42215
625	70542	42144
626	70638	42022
627	70733	41899
628	70829	41776
629	70925	41654
630	71089	41572
631	71185	41450
632	71281	41327
633	71377	41205
634	71474	41083
635	71657	41011
636	71754	40889
637	71850	40767
638	71947	40646
639	72043	40524
640	72210	40442
641	72305	40319
642	72401	40198
643	72497	40076
644	72594	39955
645	72776	39880
646	72871	39758
647	72967	39636
648	73063	39514
649	73159	39393
650	73324	39309
651	73421	39188
652	73517	39066
653	73614	38945
654	73711	38825
655	73894	38749
656	73989	38627
657	74085	38506
658	74180	38384
659	74276	38263
660	74441	38178
661	74538	38057
662	74633	37936
663	74729	37815
664	74825	37694
665	75007	37616
666	75103	37495
667	75200	37374
668	75295	37254
669	75392	37133
670	75561	37048
671	75657	36927
672	75752	36806
673	75848	36686
674	75944	36565
675	76127	36487
676	76223	36366
677	76318	36245
678	76414	36125
679	76511	36005
680	76675	35916
681	76770	35796
682	76867	35676
683	76963	35556
684	77060	35436
685	77246	35357
686	77341	35237
687	77438	35117
688	77535	34997
689	77631	34877
690	77793	34787
691	77889	34667
692	77985	34547
693	78081	34427
694	78176	34307
695	78358	34225
696	78454	34105
697	78550	33985
698	78645	33866
699	78741	33746
700	78905	33656
701	79002	33536
702	79099	33417
703	79195	33298
704	79291	33178
705	79473	33095
706	79569	32975
707	79664	32856
708	79760	32736
709	79856	32617
710	80020	32526
711	80117	32406
712	80213	32287
713	80309	32168
714	80404	32049
715	80587	31964
716	80684	31845
717	80780	31727
718	80876	31608
719	80972	31489
720	81137	31397
721	81233	31278
722	81329	31159
723	81426	31040
724	81522	30922
725	81704	30836
726	81799	30716
727	81895	30598
728	81991	30479
729	82087	30361
730	82251	30267
731	82347	30149
732	82443	30030
733	82539	29912
734	82635	29793
735	82825	29709
736	82921	29590
737	83016	29472
738	83113	29354
739	83209	29235
740	83374	29141
741	83470	29023
742	83566	28905
743	83662	28787
744	83760	28669
745	83948	28582
746	84043	28464
747	84139	28346
748	84234	28228
749	84330	28110
750	84516	28022
751	84612	27904
752	84708	27786
753	84804	27668
754	84901	27550
755	85082	27460
756	85177	27342
757	85273	27224
758	85369	27106
759	85465	26988
760	85628	26892
761	85723	26774
762	85818	26656
763	85913	26538
764	86009	26421
765	86193	26330
766	86289	26213
767	86386	26095
768	86482	25978
769	86578	25861
770	86743	25764
771	86838	25646
772	86935	25529
773	87031	25412
774	87127	25295
775	87315	25204
776	87412	25087
777	87508	24970
778	87604	24853
779	87700	24736
780	87865	24638
781	87961	24521
782	88057	24404
783	88153	24287
784	88250	24170
785	88432	24077
786	88528	23960
787	88625	23843
788	88721	23726
789	88817	23609
790	88982	23511
791	89079	23394
792	89175	23277
793	89271	23161
794	89368	23044
795	89550	22950
796	89645	22833
797	89741	22716
798	89837	22600
799	89933	22483
800	90098	22383
801	90193	22267
802	90290	22150
803	90386	22034
804	90483	21918
805	90670	21823
806	90766	21707
807	90862	21591
808	90961	21475
809	91057	21359
810	91223	21259
811	91319	21142
812	91416	21026
813	91512	20910
814	91608	20794
815	91789	20697
816	91886	20581
817	91982	20465
818	92079	20349
819	92174	20233
820	92339	20132
821	92435	20016
822	92531	19900
823	92627	19784
824	92724	19668
825	92907	19571
826	93004	19455
827	93100	19339
828	93196	19223
829	93291	19107
830	93458	19006
831	93554	18890
832	93650	18775
833	93753	18660
834	93849	18545
835	94040	18448
836	94136	18332
837	94232	18216
838	94328	18101
839	94425	17985
840	94591	17883
841	94687	17767
842	94785	17652
843	94881	17537
844	94977	17421
845	95159	17322
846	95254	17206
847	95350	17091
848	95445	16975
849	95542	16860
850	95708	16757
851	95803	16641
852	95899	16526
853	95995	16411
854	96092	16296
855	96274	16195
856	96370	16080
857	96466	15965
858	96562	15850
859	96659	15735
860	96824	15631
861	96920	15516
862	97015	15401
863	97111	15286
864	97208	15171
865	97392	15069
866	97488	14954
867	97585	14840
868	97681	14725
869	97778	14610
870	97943	14505
871	98039	14391
872	98135	14276
873	98232	14161
874	98327	14046
875	98512	13944
876	98608	13829
877	98705	13715
878	98801	13600
879	98896	13485
880	99064	13381
881	99161	13266
882	99258	13151
883	99354	13037
884	99450	12922
885	99633	12819
886	99729	12705
887	99825	12590
888	99921	12476
889	100017	12361
890	100182	12255
891	100278	12141
892	100374	12026
893	100471	11912
894	100567	11798
895	100751	11694
896	100847	11580
897	100943	11465
898	101039	11351
899	101135	11237
900	101300	11130
901	101396	11016
902	101492	10902
903	101588	10788
904	101684	10674
905	101867	10569
906	101963	10454
907	102059	10340
908	102155	10226
909	102251	10112
910	102417	10005
911	102513	9891
912	102609	9777
913	102706	9663
914	102802	9549
915	102985	9444
916	103081	9330
917	103176	9216
918	103272	9102
919	103369	8988
920	103533	8880
921	103630	8767
922	103727	8653
923	103823	8539
924	103919	8425
925	104104	8319
926	104201	8205
927	104297	8092
928	104392	7978
929	104488	7864
930	104654	7756
931	104750	7642
932	104846	7529
933	104943	7415
934	105038	7302
935	105222	7194
936	105317	7081
937	105414	6967
938	105509	6854
939	105606	6740
940	105772	6631
941	105868	6518
942	105964	6405
943	106060	6291
944	106156	6178
945	106337	6070
946	106433	5956
947	106529	5843
948	106626	5730
949	106722	5616
950	106886	5507
951	106982	5394
952	107078	5280
953	107174	5167
954	107270	5054
955	107453	4945
956	107549	4832
957	107645	4719
958	107741	4606
959	107837	4493
960	108001	4383
961	108097	4269
962	108193	4156
963	108289	4043
964	108384	3931
965	108566	3821
966	108663	3708
967	108759	3595
968	108857	3482
969	108953	3369
970	109119	3258
971	109216	3146
972	109311	3033
973	109408	2920
974	109503	2807
975	109684	2697
976	109781	2584
977	109877	2471
978	109973	2358
979	110070	2246
980	110233	2134
981	110329	2022
982	110424	1909
983	110519	1797
984	110615	1684
985	110814	1573
986	110909	1460
987	111005	1348
988	111101	1235
989	111197	1123
990	111362	1011
991	111458	898
992	111554	786
993	111649	673
994	111745	561
995	111927	449
996	112023	337
997	112120	224
998	112216	112
999	112380	0
